0,1,2,3
9364,ДОЛЯ ДЕТЕЙ ОХВАЧЕННЫХ ОБРАЗОВАТЕЛЬНЫМИ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ И МОЛОДЕЖИ В ВОЗРАСТЕ ЛЕТ,"['доля_NOUN', 'ребенок_NOUN', 'охватывать_VERB', 'образование_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'молодежь_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 0.66667, 44: 0.66667, 45: 0.66667, 46: 0.66667, 47: 0.66667, 48: 0.66667, 49: 0.66667, 50: 0.66667, 51: 0.33333, 52: 0.33333, 53: 0.33333, 54: 0.33333, 55: 0.33333, 56: 0.33333, 57: 0.33333, 523: 0.33333, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 211: 0.33333, 209: 0.33333, 489: 0.33333, 490: 0.33333, 491: 0.33333, 492: 0.33333, 493: 0.33333, 803: 0.33333}"
9392,ОТНОШЕНИЕ СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЫ ПЕДАГОГОВ МУНИЦИПАЛЬНЫХ ОРГАНИЗАЦИЙ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ К СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЕ В ОБЛАСТИ,"['отношение_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'педагог_NOUN', 'муниципальный_ADJ', 'организация_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'область_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 281: 0.09091, 282: 0.09091, 559: 0.18182, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 0.81818, 39: 0.72727, 40: 0.72727, 41: 0.72727, 42: 0.72727, 43: 0.72727, 44: 0.72727, 45: 0.72727, 46: 0.72727, 47: 0.72727, 48: 0.63636, 49: 0.63636, 50: 0.63636, 51: 0.18182, 52: 0.18182, 53: 0.18182, 54: 0.18182, 55: 0.18182, 56: 0.18182, 57: 0.18182, 58: 0.09091, 59: 0.09091, 60: 0.09091, 906: 0.18182, 64: 0.09091, 907: 0.18182, 68: 0.09091, 69: 0.09091, 551: 0.36364, 525: 0.09091, 561: 0.18182, 526: 0.09091, 527: 0.09091, 528: 0.09091, 866: 0.09091, 657: 0.09091, 489: 0.09091, 490: 0.09091, 491: 0.09091, 635: 0.09091, 636: 0.09091}"
9402,ДОЛЯ ДЕТЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ В ВОЗРАСТЕ ЛЕТ ПОЛУЧАЮЩИХ УСЛУГИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ,"['доля_NOUN', 'ребенок_NOUN', 'ограниченный_ADJ', 'возможность_NOUN', 'здоровье_NOUN', 'возраст_NOUN', 'год_NOUN', 'получение_NOUN', 'услуга_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'ограниченный_ADJ', 'возможность_NOUN', 'здоровье_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 28: 1.0, 29: 0.25, 30: 0.75, 31: 0.75, 32: 0.75, 33: 0.75, 34: 0.75, 35: 0.75, 36: 0.5, 37: 0.5, 38: 0.5, 39: 0.5, 40: 0.5, 41: 0.5, 42: 0.5, 43: 0.375, 44: 0.375, 45: 0.375, 46: 0.375, 47: 0.375, 48: 0.375, 49: 0.375, 50: 0.375, 51: 0.375, 52: 0.375, 53: 0.375, 54: 0.375, 55: 0.375, 56: 0.375, 57: 0.375, 959: 0.25, 200: 0.125, 201: 0.125, 205: 0.125, 206: 0.125, 79: 0.375, 80: 0.375, 81: 0.375, 82: 0.125, 215: 0.25, 234: 0.25, 792: 0.125}"
9408,ДОЛЯ ДЕТЕЙ В ВОЗРАСТЕ ЛЕТ ПОЛУЧАЮЩИХ УСЛУГИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ В УЧРЕЖДЕНИЯХ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ В ВОЗРАСТЕ ЛЕТ,"['доля_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN', 'получение_NOUN', 'услуга_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'учреждение_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 0.66667, 44: 0.66667, 45: 0.66667, 46: 0.66667, 47: 0.66667, 48: 0.66667, 49: 0.66667, 50: 0.66667, 51: 0.66667, 52: 0.66667, 53: 0.66667, 54: 0.66667, 55: 0.66667, 56: 0.66667, 57: 0.66667, 58: 0.33333, 59: 0.33333, 72: 0.33333, 201: 0.33333, 74: 0.33333, 205: 0.33333, 206: 0.33333, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 792: 0.33333, 200: 0.33333}"
9454,ОХВАТ ДЕТЕЙ В ВОЗРАСТЕ ЛЕТ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ УДЕЛЬНЫЙ ВЕС ЧИСЛЕННОСТИ ДЕТЕЙ ПОЛУЧАЮЩИХ УСЛУГИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ В ВОЗРАСТЕ ЛЕТ,"['охват_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'удельный_ADJ', 'вес_NOUN', 'численность_NOUN', 'ребенок_NOUN', 'получение_NOUN', 'услуга_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 0.83333, 17: 0.83333, 18: 0.83333, 19: 0.83333, 20: 0.83333, 21: 0.83333, 22: 0.83333, 23: 0.83333, 24: 0.83333, 28: 0.83333, 30: 0.83333, 31: 0.83333, 32: 0.83333, 33: 0.66667, 34: 0.66667, 35: 0.66667, 36: 0.66667, 37: 0.66667, 38: 0.66667, 39: 0.66667, 40: 0.66667, 41: 0.66667, 42: 0.66667, 43: 0.5, 44: 0.5, 45: 0.5, 46: 0.5, 47: 0.5, 48: 0.5, 49: 0.33333, 50: 0.33333, 51: 0.33333, 52: 0.33333, 53: 0.33333, 54: 0.33333, 55: 0.33333, 56: 0.33333, 57: 0.33333, 1086: 0.16667, 200: 0.16667, 201: 0.16667, 205: 0.16667, 206: 0.16667, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 211: 0.16667, 608: 0.16667, 994: 0.16667, 209: 0.16667, 792: 0.16667}"
9470,СООТНОШЕНИЕ СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЫ ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ ОРГАНИЗАЦИЙ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ К СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЕ В СВЕРДЛОВСКОЙ ОБЛАСТИ,"['соотношение_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'педагогический_ADJ', 'работник_NOUN', 'организация_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'область_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 559: 0.18182, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 0.81818, 39: 0.81818, 40: 0.81818, 41: 0.81818, 42: 0.81818, 43: 0.81818, 44: 0.81818, 45: 0.81818, 46: 0.81818, 47: 0.72727, 48: 0.63636, 49: 0.63636, 50: 0.63636, 51: 0.18182, 52: 0.09091, 53: 0.09091, 54: 0.09091, 55: 0.09091, 56: 0.09091, 57: 0.09091, 58: 0.09091, 59: 0.09091, 60: 0.09091, 906: 0.18182, 64: 0.09091, 672: 0.09091, 907: 0.18182, 68: 0.09091, 69: 0.09091, 673: 0.09091, 674: 0.09091, 551: 0.36364, 525: 0.09091, 561: 0.18182, 540: 0.09091, 671: 0.09091, 487: 0.09091, 489: 0.09091, 490: 0.09091, 491: 0.09091, 657: 0.09091, 635: 0.09091, 636: 0.09091}"
9474,ДОЛЯ ДЕТЕЙ ОХВАЧЕННЫХ ОБРАЗОВАТЕЛЬНЫМИ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ И МОЛОДЕЖИ В ВОЗРАСТЕ ЛЕТ,"['доля_NOUN', 'ребенок_NOUN', 'охватывать_VERB', 'образование_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'молодежь_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 0.66667, 44: 0.66667, 45: 0.66667, 46: 0.66667, 47: 0.66667, 48: 0.66667, 49: 0.66667, 50: 0.66667, 51: 0.33333, 52: 0.33333, 53: 0.33333, 54: 0.33333, 55: 0.33333, 56: 0.33333, 57: 0.33333, 523: 0.33333, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 211: 0.33333, 209: 0.33333, 489: 0.33333, 490: 0.33333, 491: 0.33333, 492: 0.33333, 493: 0.33333, 803: 0.33333}"
9479,ДОЛЯ ДЕТЕЙ И МОЛОДЕЖИ РЕГУЛЯРНО ЗАНИМАЮЩИХСЯ В СПОРТИВНЫХ СЕКЦИЯХ КЛУБАХ И ИНЫХ ОБЪЕДИНЕНИЯХ СПОРТИВНОЙ НАПРАВЛЕННОСТИ % ОТ ЧИСЛЕННОСТИ ДЕТЕЙ И МОЛОДЕЖИ,"['доля_NOUN', 'ребенок_NOUN', 'молодежь_NOUN', 'регулярно_ADV', 'заниматься_VERB', 'спорт_NOUN', 'секция_NOUN', 'клуб_NOUN', 'иной_DET', 'объединение_NOUN', 'спорт_NOUN', 'направленность_NOUN', 'численность_NOUN', 'ребенок_NOUN', 'молодежь_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 281: 0.09091, 283: 0.09091, 28: 1.0, 285: 0.09091, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 0.90909, 39: 0.90909, 40: 0.90909, 41: 0.81818, 42: 0.81818, 43: 0.81818, 44: 0.81818, 45: 0.81818, 46: 0.81818, 47: 0.81818, 48: 0.81818, 49: 0.81818, 50: 0.63636, 51: 0.45455, 52: 0.36364, 53: 0.36364, 54: 0.36364, 55: 0.36364, 56: 0.18182, 57: 0.18182, 58: 0.09091, 59: 0.09091, 60: 0.09091, 815: 0.09091, 64: 0.09091, 578: 0.18182, 523: 0.18182, 68: 0.09091, 70: 0.09091, 397: 0.09091, 384: 0.09091, 817: 0.09091, 351: 0.09091, 926: 0.09091, 355: 0.09091, 356: 0.09091, 357: 0.09091, 358: 0.09091, 486: 0.09091, 489: 0.18182, 490: 0.18182, 491: 0.18182, 492: 0.18182, 493: 0.18182}"
9495,СООТНОШЕНИЕ СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЫ ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ ОРГАНИЗАЦИЙ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ К СРЕДНЕМЕСЯЧНОЙ ЗАРАБОТНОЙ ПЛАТЕ В ГОРОДСКОМ ОКРУГЕ,"['соотношение_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'педагогический_ADJ', 'работник_NOUN', 'организация_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'среднемесячный_ADJ', 'заработный_ADJ', 'плата_NOUN', 'город_NOUN', 'округ_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 559: 0.16667, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 0.83333, 39: 0.83333, 40: 0.83333, 41: 0.83333, 42: 0.83333, 43: 0.83333, 44: 0.83333, 45: 0.83333, 46: 0.83333, 47: 0.75, 48: 0.58333, 49: 0.58333, 50: 0.58333, 51: 0.16667, 52: 0.08333, 53: 0.08333, 54: 0.08333, 55: 0.08333, 56: 0.08333, 57: 0.08333, 58: 0.08333, 59: 0.08333, 60: 0.08333, 906: 0.16667, 64: 0.08333, 672: 0.08333, 651: 0.08333, 68: 0.08333, 69: 0.08333, 673: 0.08333, 652: 0.08333, 674: 0.08333, 551: 0.33333, 525: 0.08333, 561: 0.16667, 540: 0.08333, 671: 0.08333, 487: 0.08333, 489: 0.08333, 490: 0.08333, 491: 0.08333, 907: 0.16667, 635: 0.16667, 636: 0.16667, 637: 0.16667, 638: 0.08333}"
9519,ДОЛЯ ДЕТЕЙ ОХВАЧЕННЫХ ОБРАЗОВАТЕЛЬНЫМИ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ТЕХНИЧЕСКОЙ И ЕСТЕСТВЕННОНАУЧНОЙ НАПРАВЛЕННОСТИ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ И МОЛОДЕЖИ В ВОЗРАСТЕ ОТ ДО ЛЕТ,"['доля_NOUN', 'ребенок_NOUN', 'охватывать_VERB', 'образование_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'технический_ADJ', 'естественнонаучный_ADJ', 'направленность_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'молодежь_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 281: 0.16667, 283: 0.16667, 28: 1.0, 285: 0.16667, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 0.83333, 44: 0.83333, 45: 0.83333, 46: 0.83333, 47: 0.83333, 48: 0.83333, 49: 0.83333, 50: 0.83333, 51: 0.66667, 52: 0.66667, 53: 0.66667, 54: 0.66667, 55: 0.66667, 56: 0.66667, 57: 0.66667, 279: 0.16667, 139: 0.16667, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 83: 0.16667, 84: 0.16667, 85: 0.16667, 86: 0.16667, 135: 0.16667, 523: 0.16667, 209: 0.16667, 489: 0.16667, 490: 0.16667, 491: 0.16667, 492: 0.16667, 493: 0.16667, 141: 0.16667, 211: 0.16667, 803: 0.16667, 137: 0.16667, 136: 0.16667}"
9532,ДОЛЯ ДЕТЕЙ ЗАНЯТЫХ ДОПОЛНИТЕЛЬНЫМ ОБРАЗОВАНИЕМ ОТ ОБЩЕЙ ЧИСЛЕННОСТИ ВОСПИТАННИКОВ,"['доля_NOUN', 'ребенок_NOUN', 'занимать_VERB', 'дополнительный_ADJ', 'образование_NOUN', 'общий_ADJ', 'численность_NOUN', 'воспитанник_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 539: 0.5, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 1.0, 44: 1.0, 45: 0.5, 46: 0.5, 47: 0.5, 48: 0.5, 49: 0.5, 50: 0.5, 525: 0.5, 526: 0.5, 719: 0.5, 489: 0.5, 490: 0.5, 491: 0.5}"
9537,ОХВАТ ДЕТЕЙ В ВОЗРАСТЕ ОТ ДО ЛЕТ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ УДЕЛЬНЫЙ ВЕС ЧИСЛЕННОСТИ ДЕТЕЙ ПОЛУЧАЮЩИХ УСЛУГИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ В ВОЗРАСТЕ ОТ ДО ЛЕТ,"['охват_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'удельный_ADJ', 'вес_NOUN', 'численность_NOUN', 'ребенок_NOUN', 'получение_NOUN', 'услуга_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 0.83333, 17: 0.83333, 18: 0.83333, 19: 0.83333, 20: 0.83333, 21: 0.83333, 22: 0.83333, 23: 0.83333, 24: 0.83333, 28: 0.83333, 30: 0.83333, 31: 0.83333, 32: 0.83333, 33: 0.66667, 34: 0.66667, 35: 0.66667, 36: 0.66667, 37: 0.66667, 38: 0.66667, 39: 0.66667, 40: 0.66667, 41: 0.66667, 42: 0.66667, 43: 0.5, 44: 0.5, 45: 0.5, 46: 0.5, 47: 0.5, 48: 0.5, 49: 0.33333, 50: 0.33333, 51: 0.33333, 52: 0.33333, 53: 0.33333, 54: 0.33333, 55: 0.33333, 56: 0.33333, 57: 0.33333, 1086: 0.16667, 200: 0.16667, 201: 0.16667, 205: 0.16667, 206: 0.16667, 79: 0.33333, 80: 0.33333, 81: 0.33333, 82: 0.33333, 211: 0.16667, 608: 0.16667, 994: 0.16667, 209: 0.16667, 792: 0.16667}"
9571,ДОЛЯ ДЕТЕЙ В ВОЗРАСТЕ ОТ ДО ЛЕТ ОБУЧАЮЩИХСЯ ПО ДОПОЛНИТЕЛЬНЫМ ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ ЭТОГО ВОЗРАСТА В СФЕРЕ КУЛЬТУРЫ И СПОРТА,"['доля_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'год_NOUN', 'обученность_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'программа_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'сфера_NOUN', 'культура_NOUN', 'спорт_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 299: 0.2, 28: 0.8, 30: 0.8, 31: 0.8, 32: 0.8, 33: 0.8, 34: 0.8, 35: 0.8, 36: 0.8, 37: 0.8, 38: 0.8, 39: 0.8, 40: 0.8, 41: 0.8, 42: 0.8, 43: 0.8, 44: 0.8, 45: 0.8, 46: 0.8, 47: 0.8, 48: 0.8, 49: 0.8, 50: 0.6, 51: 0.6, 52: 0.6, 53: 0.6, 54: 0.6, 55: 0.6, 56: 0.6, 57: 0.4, 317: 0.2, 318: 0.2, 288: 0.2, 578: 0.2, 289: 0.2, 79: 0.4, 80: 0.2, 81: 0.2, 82: 0.2, 211: 0.2, 209: 0.2, 259: 0.2, 321: 0.2, 1042: 0.2, 246: 0.2, 298: 0.2}"
9573,ДОЛЯ ДЕТЕЙ ОХВАЧЕННЫХ ОБРАЗОВАТЕЛЬНЫМИ ПРОГРАММАМИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ И МОЛОДЕЖИ В ВОЗРАСТЕ ЛЕТ ЗАНЯТЫХ В ОРГАНИЗАЦИЯХ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ,"['доля_NOUN', 'ребенок_NOUN', 'охватывать_VERB', 'образование_NOUN', 'программа_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'молодежь_NOUN', 'возраст_NOUN', 'год_NOUN', 'занимать_VERB', 'организация_NOUN', 'дополнительный_ADJ', 'образование_NOUN', 'ребенок_NOUN']","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 28: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0, 34: 1.0, 35: 1.0, 36: 1.0, 37: 1.0, 38: 1.0, 39: 1.0, 40: 1.0, 41: 1.0, 42: 1.0, 43: 0.8, 44: 0.8, 45: 0.6, 46: 0.6, 47: 0.6, 48: 0.6, 49: 0.6, 50: 0.6, 51: 0.4, 52: 0.4, 53: 0.4, 54: 0.4, 55: 0.4, 56: 0.4, 57: 0.4, 58: 0.2, 59: 0.2, 60: 0.2, 64: 0.2, 523: 0.2, 68: 0.2, 69: 0.2, 79: 0.2, 80: 0.2, 81: 0.2, 82: 0.2, 211: 0.2, 719: 0.2, 209: 0.2, 489: 0.2, 490: 0.2, 491: 0.2, 492: 0.2, 493: 0.2, 803: 0.2}"
